Time, Perror, Wtx, Tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, msg ,tent., erro e, erro r, tout, erro e total, reenvios, Tout total;
562, 0.0, 3, 3, 0, 1, 0, 0, 1, 2, 1, 0, 0, 1, 4, 1, 0, 0, 1, 5, 1, 0, 0, 1, 1, 2, 0, 0, 2, 3, 2, 0, 0, 2, 7, 1, 0, 0, 1, 9, 1, 0, 0, 1, 6, 2, 0, 0, 2, 11, 1, 0, 0, 1, 8, 3, 0, 0, 3, 13, 1, 0, 0, 1, 10, 3, 0, 0, 3, 15, 1, 0, 0, 1, 12, 3, 0, 0, 3, 17, 1, 0, 0, 1, 14, 2, 0, 0, 2, 19, 1, 0, 0, 1, 16, 3, 0, 0, 3, 18, 3, 0, 0, 3, 0, 14, 14;
577, 0.0, 3, 4, 1, 1, 0, 0, 1, 0, 2, 0, 0, 2, 2, 2, 0, 0, 2, 3, 2, 0, 0, 2, 6, 1, 0, 0, 1, 5, 3, 0, 0, 3, 4, 4, 0, 0, 4, 8, 2, 0, 0, 2, 7, 4, 0, 0, 4, 11, 1, 0, 0, 1, 12, 1, 0, 0, 1, 13, 1, 0, 0, 1, 9, 2, 0, 0, 2, 14, 2, 0, 0, 2, 10, 3, 0, 0, 3, 15, 2, 0, 0, 2, 17, 1, 0, 0, 1, 18, 1, 0, 0, 1, 19, 1, 0, 0, 1, 16, 2, 0, 0, 2, 0, 18, 18;
601, 0.0, 3, 5, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 0, 2, 0, 0, 2, 3, 2, 0, 0, 2, 6, 1, 0, 0, 1, 7, 1, 0, 0, 1, 8, 1, 0, 0, 1, 5, 3, 0, 0, 3, 4, 4, 0, 0, 4, 11, 2, 0, 0, 2, 10, 3, 0, 0, 3, 12, 2, 0, 0, 2, 13, 2, 0, 0, 2, 9, 7, 0, 0, 7, 15, 3, 0, 0, 3, 14, 4, 0, 0, 4, 17, 1, 0, 0, 1, 18, 1, 0, 0, 1, 16, 2, 0, 0, 2, 19, 7, 0, 0, 7, 0, 30, 30;
672, 0.0, 4, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 3, 1, 0, 0, 1, 4, 1, 0, 0, 1, 5, 1, 0, 0, 1, 6, 1, 0, 0, 1, 8, 1, 0, 0, 1, 7, 2, 0, 0, 2, 12, 1, 0, 0, 1, 11, 2, 0, 0, 2, 10, 4, 0, 0, 4, 13, 4, 0, 0, 4, 9, 6, 0, 0, 6, 16, 2, 0, 0, 2, 18, 1, 0, 0, 1, 15, 4, 0, 0, 4, 14, 6, 0, 0, 6, 17, 3, 0, 0, 3, 19, 3, 0, 0, 3, 0, 26, 26;
679, 0.0, 4, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 4, 1, 0, 0, 1, 5, 1, 0, 0, 1, 2, 2, 0, 0, 2, 3, 4, 0, 0, 4, 6, 4, 0, 0, 4, 9, 1, 0, 0, 1, 7, 4, 0, 0, 4, 11, 1, 0, 0, 1, 12, 1, 0, 0, 1, 8, 4, 0, 0, 4, 13, 3, 0, 0, 3, 14, 6, 0, 0, 6, 10, 7, 0, 0, 7, 18, 1, 0, 0, 1, 19, 1, 0, 0, 1, 16, 5, 0, 0, 5, 17, 2, 0, 0, 2, 15, 7, 0, 0, 7, 0, 37, 37;
699, 0.0, 4, 3, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 3, 1, 0, 0, 1, 5, 1, 0, 0, 1, 2, 3, 0, 0, 3, 6, 3, 0, 0, 3, 4, 4, 0, 0, 4, 10, 1, 0, 0, 1, 7, 4, 0, 0, 4, 11, 1, 0, 0, 1, 12, 1, 0, 0, 1, 9, 3, 0, 0, 3, 8, 7, 0, 0, 7, 13, 6, 0, 0, 6, 14, 6, 0, 0, 6, 16, 2, 0, 0, 2, 15, 6, 0, 0, 6, 19, 1, 0, 0, 1, 17, 3, 0, 0, 3, 18, 5, 0, 0, 5, 0, 40, 40;
735, 0.0, 4, 4, 0, 1, 0, 0, 1, 2, 1, 0, 0, 1, 1, 2, 0, 0, 2, 3, 2, 0, 0, 2, 6, 1, 0, 0, 1, 7, 1, 0, 0, 1, 8, 1, 0, 0, 1, 5, 3, 0, 0, 3, 4, 5, 0, 0, 5, 11, 3, 0, 0, 3, 13, 1, 0, 0, 1, 12, 2, 0, 0, 2, 10, 5, 0, 0, 5, 9, 7, 0, 0, 7, 15, 4, 0, 0, 4, 16, 4, 0, 0, 4, 18, 2, 0, 0, 2, 14, 9, 0, 0, 9, 17, 8, 0, 0, 8, 19, 9, 0, 0, 9, 0, 51, 51;
799, 0.0, 4, 5, 1, 1, 0, 0, 1, 3, 1, 0, 0, 1, 0, 2, 0, 0, 2, 4, 2, 0, 0, 2, 2, 3, 0, 0, 3, 6, 2, 0, 0, 2, 8, 1, 0, 0, 1, 9, 1, 0, 0, 1, 5, 5, 0, 0, 5, 10, 4, 0, 0, 4, 11, 6, 0, 0, 6, 7, 7, 0, 0, 7, 15, 1, 0, 0, 1, 13, 3, 0, 0, 3, 16, 2, 0, 0, 2, 12, 6, 0, 0, 6, 17, 3, 0, 0, 3, 18, 5, 0, 0, 5, 14, 12, 0, 0, 12, 19, 10, 0, 0, 10, 0, 57, 57;
889, 0.0, 5, 1, 1, 1, 0, 0, 1, 3, 1, 0, 0, 1, 4, 1, 0, 0, 1, 0, 2, 0, 0, 2, 6, 2, 0, 0, 2, 5, 3, 0, 0, 3, 2, 5, 0, 0, 5, 10, 3, 0, 0, 3, 9, 4, 0, 0, 4, 7, 6, 0, 0, 6, 12, 3, 0, 0, 3, 8, 7, 0, 0, 7, 15, 2, 0, 0, 2, 13, 4, 0, 0, 4, 11, 5, 0, 0, 5, 18, 2, 0, 0, 2, 16, 4, 0, 0, 4, 17, 4, 0, 0, 4, 14, 7, 0, 0, 7, 19, 6, 0, 0, 6, 0, 52, 52;
902, 0.0, 5, 2, 0, 2, 0, 0, 2, 1, 2, 0, 0, 2, 4, 2, 0, 0, 2, 5, 1, 0, 0, 1, 2, 3, 0, 0, 3, 3, 3, 0, 0, 3, 6, 2, 0, 0, 2, 7, 2, 0, 0, 2, 9, 1, 0, 0, 1, 10, 1, 0, 0, 1, 8, 3, 0, 0, 3, 11, 2, 0, 0, 2, 13, 2, 0, 0, 2, 15, 1, 0, 0, 1, 16, 1, 0, 0, 1, 12, 3, 0, 0, 3, 14, 3, 0, 0, 3, 18, 2, 0, 0, 2, 19, 3, 0, 0, 3, 17, 6, 0, 0, 6, 0, 25, 25;
918, 0.0, 5, 3, 0, 1, 0, 0, 1, 3, 1, 0, 0, 1, 4, 1, 0, 0, 1, 5, 1, 0, 0, 1, 2, 2, 0, 0, 2, 1, 4, 0, 0, 4, 7, 4, 0, 0, 4, 6, 5, 0, 0, 5, 10, 2, 0, 0, 2, 9, 5, 0, 0, 5, 8, 6, 0, 0, 6, 14, 1, 0, 0, 1, 15, 1, 0, 0, 1, 11, 3, 0, 0, 3, 12, 3, 0, 0, 3, 13, 3, 0, 0, 3, 16, 2, 0, 0, 2, 18, 2, 0, 0, 2, 19, 3, 0, 0, 3, 17, 7, 0, 0, 7, 0, 37, 37;
951, 0.0, 5, 4, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 3, 1, 0, 0, 1, 4, 1, 0, 0, 1, 0, 2, 0, 0, 2, 5, 2, 0, 0, 2, 6, 2, 0, 0, 2, 9, 1, 0, 0, 1, 8, 2, 0, 0, 2, 10, 1, 0, 0, 1, 11, 1, 0, 0, 1, 7, 3, 0, 0, 3, 13, 3, 0, 0, 3, 16, 2, 0, 0, 2, 12, 5, 0, 0, 5, 14, 5, 0, 0, 5, 15, 5, 0, 0, 5, 18, 3, 0, 0, 3, 19, 2, 0, 0, 2, 17, 11, 0, 0, 11, 0, 34, 34;
1003, 0.0, 5, 5, 0, 1, 0, 0, 1, 2, 1, 0, 0, 1, 4, 1, 0, 0, 1, 3, 3, 0, 0, 3, 1, 4, 0, 0, 4, 6, 4, 0, 0, 4, 8, 2, 0, 0, 2, 5, 5, 0, 0, 5, 9, 2, 0, 0, 2, 10, 2, 0, 0, 2, 11, 2, 0, 0, 2, 7, 7, 0, 0, 7, 14, 3, 0, 0, 3, 15, 3, 0, 0, 3, 12, 4, 0, 0, 4, 13, 4, 0, 0, 4, 18, 2, 0, 0, 2, 19, 2, 0, 0, 2, 16, 3, 0, 0, 3, 17, 4, 0, 0, 4, 0, 39, 39;
1049, 0.0, 6, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 4, 1, 0, 0, 1, 3, 2, 0, 0, 2, 9, 2, 0, 0, 2, 7, 3, 0, 0, 3, 5, 4, 0, 0, 4, 6, 4, 0, 0, 4, 8, 4, 0, 0, 4, 13, 2, 0, 0, 2, 12, 3, 0, 0, 3, 10, 5, 0, 0, 5, 14, 3, 0, 0, 3, 15, 3, 0, 0, 3, 11, 5, 0, 0, 5, 16, 3, 0, 0, 3, 19, 2, 0, 0, 2, 18, 3, 0, 0, 3, 17, 4, 0, 0, 4, 0, 36, 36;
1056, 0.0, 6, 2, 2, 2, 0, 0, 2, 3, 2, 0, 0, 2, 4, 2, 0, 0, 2, 1, 6, 0, 0, 6, 0, 8, 0, 0, 8, 7, 7, 0, 0, 7, 8, 7, 0, 0, 7, 5, 9, 0, 0, 9, 9, 4, 0, 0, 4, 10, 2, 0, 0, 2, 6, 10, 0, 0, 10, 12, 4, 0, 0, 4, 14, 4, 0, 0, 4, 15, 4, 0, 0, 4, 11, 5, 0, 0, 5, 16, 2, 0, 0, 2, 17, 2, 0, 0, 2, 13, 6, 0, 0, 6, 18, 3, 0, 0, 3, 19, 3, 0, 0, 3, 0, 72, 72;
1082, 0.0, 6, 3, 2, 1, 0, 0, 1, 3, 1, 0, 0, 1, 4, 1, 0, 0, 1, 1, 3, 0, 0, 3, 0, 4, 0, 0, 4, 5, 4, 0, 0, 4, 9, 2, 0, 0, 2, 7, 4, 0, 0, 4, 10, 2, 0, 0, 2, 6, 5, 0, 0, 5, 11, 3, 0, 0, 3, 8, 6, 0, 0, 6, 13, 3, 0, 0, 3, 15, 3, 0, 0, 3, 16, 3, 0, 0, 3, 12, 5, 0, 0, 5, 17, 3, 0, 0, 3, 18, 3, 0, 0, 3, 14, 6, 0, 0, 6, 19, 4, 0, 0, 4, 0, 46, 46;
1109, 0.0, 6, 4, 1, 1, 0, 0, 1, 0, 2, 0, 0, 2, 2, 2, 0, 0, 2, 3, 2, 0, 0, 2, 5, 2, 0, 0, 2, 6, 2, 0, 0, 2, 8, 1, 0, 0, 1, 7, 2, 0, 0, 2, 4, 7, 0, 0, 7, 9, 6, 0, 0, 6, 10, 6, 0, 0, 6, 14, 1, 0, 0, 1, 13, 6, 0, 0, 6, 12, 7, 0, 0, 7, 15, 3, 0, 0, 3, 11, 10, 0, 0, 10, 17, 5, 0, 0, 5, 19, 4, 0, 0, 4, 18, 5, 0, 0, 5, 16, 7, 0, 0, 7, 0, 61, 61;
1157, 0.0, 6, 5, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 3, 1, 0, 0, 1, 4, 1, 0, 0, 1, 0, 3, 0, 0, 3, 7, 3, 0, 0, 3, 8, 3, 0, 0, 3, 9, 3, 0, 0, 3, 5, 4, 0, 0, 4, 10, 2, 0, 0, 2, 6, 5, 0, 0, 5, 11, 3, 0, 0, 3, 15, 2, 0, 0, 2, 12, 3, 0, 0, 3, 17, 1, 0, 0, 1, 13, 3, 0, 0, 3, 14, 3, 0, 0, 3, 16, 3, 0, 0, 3, 18, 3, 0, 0, 3, 19, 5, 0, 0, 5, 0, 33, 33;
1197, 0.0, 7, 1, 1, 1, 0, 0, 1, 0, 2, 0, 0, 2, 3, 2, 0, 0, 2, 4, 2, 0, 0, 2, 5, 2, 0, 0, 2, 6, 2, 0, 0, 2, 2, 4, 0, 0, 4, 9, 3, 0, 0, 3, 10, 3, 0, 0, 3, 7, 5, 0, 0, 5, 11, 4, 0, 0, 4, 8, 5, 0, 0, 5, 14, 3, 0, 0, 3, 12, 5, 0, 0, 5, 15, 3, 0, 0, 3, 17, 2, 0, 0, 2, 13, 4, 0, 0, 4, 16, 3, 0, 0, 3, 19, 2, 0, 0, 2, 18, 7, 0, 0, 7, 0, 44, 44;
1208, 0.0, 7, 2, 0, 1, 0, 0, 1, 5, 1, 0, 0, 1, 1, 2, 0, 0, 2, 2, 2, 0, 0, 2, 7, 2, 0, 0, 2, 4, 3, 0, 0, 3, 3, 4, 0, 0, 4, 8, 4, 0, 0, 4, 10, 4, 0, 0, 4, 6, 6, 0, 0, 6, 9, 5, 0, 0, 5, 13, 3, 0, 0, 3, 11, 5, 0, 0, 5, 15, 2, 0, 0, 2, 12, 5, 0, 0, 5, 14, 4, 0, 0, 4, 17, 3, 0, 0, 3, 18, 3, 0, 0, 3, 19, 4, 0, 0, 4, 16, 6, 0, 0, 6, 0, 49, 49;
1228, 0.0, 7, 3, 2, 1, 0, 0, 1, 3, 1, 0, 0, 1, 0, 2, 0, 0, 2, 1, 2, 0, 0, 2, 5, 2, 0, 0, 2, 6, 2, 0, 0, 2, 8, 2, 0, 0, 2, 7, 3, 0, 0, 3, 4, 4, 0, 0, 4, 9, 3, 0, 0, 3, 13, 3, 0, 0, 3, 11, 4, 0, 0, 4, 12, 4, 0, 0, 4, 10, 5, 0, 0, 5, 14, 4, 0, 0, 4, 17, 3, 0, 0, 3, 19, 2, 0, 0, 2, 15, 6, 0, 0, 6, 16, 6, 0, 0, 6, 18, 5, 0, 0, 5, 0, 44, 44;
1252, 0.0, 7, 4, 1, 1, 0, 0, 1, 3, 1, 0, 0, 1, 4, 1, 0, 0, 1, 0, 2, 0, 0, 2, 2, 2, 0, 0, 2, 5, 2, 0, 0, 2, 8, 2, 0, 0, 2, 10, 2, 0, 0, 2, 7, 3, 0, 0, 3, 6, 4, 0, 0, 4, 12, 3, 0, 0, 3, 13, 3, 0, 0, 3, 11, 4, 0, 0, 4, 9, 5, 0, 0, 5, 14, 3, 0, 0, 3, 17, 2, 0, 0, 2, 16, 3, 0, 0, 3, 15, 4, 0, 0, 4, 18, 4, 0, 0, 4, 19, 5, 0, 0, 5, 0, 36, 36;
1284, 0.0, 7, 5, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 4, 1, 0, 0, 1, 0, 3, 0, 0, 3, 3, 3, 0, 0, 3, 5, 3, 0, 0, 3, 6, 3, 0, 0, 3, 8, 3, 0, 0, 3, 11, 1, 0, 0, 1, 7, 4, 0, 0, 4, 10, 2, 0, 0, 2, 12, 2, 0, 0, 2, 9, 5, 0, 0, 5, 14, 3, 0, 0, 3, 16, 3, 0, 0, 3, 13, 4, 0, 0, 4, 18, 3, 0, 0, 3, 19, 2, 0, 0, 2, 15, 4, 0, 0, 4, 17, 4, 0, 0, 4, 0, 35, 35;
1314, 0.0, 8, 1, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 3, 1, 0, 0, 1, 4, 2, 0, 0, 2, 0, 7, 0, 0, 7, 5, 7, 0, 0, 7, 6, 7, 0, 0, 7, 7, 7, 0, 0, 7, 11, 6, 0, 0, 6, 8, 7, 0, 0, 7, 12, 1, 0, 0, 1, 9, 8, 0, 0, 8, 13, 2, 0, 0, 2, 10, 9, 0, 0, 9, 15, 3, 0, 0, 3, 16, 3, 0, 0, 3, 17, 3, 0, 0, 3, 18, 4, 0, 0, 4, 14, 6, 0, 0, 6, 19, 8, 0, 0, 8, 0, 73, 73;
1328, 0.0, 8, 2, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 3, 1, 0, 0, 1, 4, 2, 0, 0, 2, 0, 4, 0, 0, 4, 5, 4, 0, 0, 4, 7, 4, 0, 0, 4, 8, 4, 0, 0, 4, 9, 4, 0, 0, 4, 6, 5, 0, 0, 5, 14, 2, 0, 0, 2, 12, 3, 0, 0, 3, 11, 5, 0, 0, 5, 13, 3, 0, 0, 3, 10, 7, 0, 0, 7, 15, 4, 0, 0, 4, 18, 3, 0, 0, 3, 19, 3, 0, 0, 3, 16, 6, 0, 0, 6, 17, 8, 0, 0, 8, 0, 54, 54;
1351, 0.0, 8, 3, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 4, 1, 0, 0, 1, 0, 2, 0, 0, 2, 3, 2, 0, 0, 2, 5, 2, 0, 0, 2, 6, 2, 0, 0, 2, 7, 2, 0, 0, 2, 9, 2, 0, 0, 2, 10, 2, 0, 0, 2, 12, 1, 0, 0, 1, 11, 4, 0, 0, 4, 8, 6, 0, 0, 6, 14, 5, 0, 0, 5, 15, 5, 0, 0, 5, 16, 5, 0, 0, 5, 17, 8, 0, 0, 8, 13, 11, 0, 0, 11, 18, 12, 0, 0, 12, 19, 11, 0, 0, 11, 0, 65, 65;
1393, 0.0, 8, 4, 0, 2, 0, 0, 2, 1, 2, 0, 0, 2, 2, 2, 0, 0, 2, 4, 2, 0, 0, 2, 5, 3, 0, 0, 3, 7, 5, 0, 0, 5, 3, 9, 0, 0, 9, 6, 9, 0, 0, 9, 10, 8, 0, 0, 8, 11, 8, 0, 0, 8, 8, 9, 0, 0, 9, 13, 6, 0, 0, 6, 12, 8, 0, 0, 8, 9, 10, 0, 0, 10, 15, 4, 0, 0, 4, 18, 3, 0, 0, 3, 14, 5, 0, 0, 5, 19, 5, 0, 0, 5, 17, 6, 0, 0, 6, 16, 7, 0, 0, 7, 0, 93, 93;
1449, 0.0, 8, 5, 1, 1, 0, 0, 1, 2, 1, 0, 0, 1, 4, 1, 0, 0, 1, 3, 4, 0, 0, 4, 0, 5, 0, 0, 5, 6, 5, 0, 0, 5, 7, 5, 0, 0, 5, 9, 5, 0, 0, 5, 5, 6, 0, 0, 6, 8, 6, 0, 0, 6, 11, 3, 0, 0, 3, 14, 2, 0, 0, 2, 13, 3, 0, 0, 3, 12, 4, 0, 0, 4, 10, 8, 0, 0, 8, 15, 4, 0, 0, 4, 18, 4, 0, 0, 4, 19, 4, 0, 0, 4, 17, 6, 0, 0, 6, 16, 7, 0, 0, 7, 0, 64, 64;
